source;APs;original NL;original LTL;Spot LTL;lifted_LTL
traffic_light.jsonl;"['get_help', '""record(jaywalker,southwest_2nd_street)""']";Request assistance must keep holding until, from some point on, record the jaywalker on southwest_2nd_street holds infinitely often.;"""get_help"" U ( G ( F ""record(jaywalker,southwest_2nd_street)"" ) )";"get_help U GF""record(jaywalker,southwest_2nd_street)""";ap_0 U GFap_1
traffic_light.jsonl;"['""photo(motorcycle,east_1st_avenue)""', '""record(person,northwest_10th_street)""']";Either photo the motorcycle on east_1st_avenue or record the person on northwest_10th_street happens infinitely often.;"G F ""photo(motorcycle,east_1st_avenue)"" | G F ""record(person,northwest_10th_street)""";"GF""photo(motorcycle,east_1st_avenue)"" | GF""record(person,northwest_10th_street)""";GFap_0 | GFap_1
traffic_light.jsonl;"['""record(motorcycle,southwest_8th_street)""']";Record the motorcycle on southwest_8th_street should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""record(motorcycle,southwest_8th_street)"" & X ""record(motorcycle,southwest_8th_street)"" ) )";"!G!(""record(motorcycle,southwest_8th_street)"" & X""record(motorcycle,southwest_8th_street)"")";!G!(ap_0 & Xap_0)
traffic_light.jsonl;"['get_help', '""change(light_east,red)""', '""record(pedestrian,southeast_5th_street)""']";Whenever record the pedestrian on southeast_5th_street and change light_east red are equal, change light_east red and get_help are equal as well.;"G ( ( ""record(pedestrian,southeast_5th_street)"" <-> ""change(light_east,red)"" ) -> ( ""change(light_east,red)"" <-> ""get_help"" ) )";"G((""change(light_east,red)"" <-> ""record(pedestrian,southeast_5th_street)"") -> (""change(light_east,red)"" <-> get_help))";G((ap_1 <-> ap_2) -> (ap_1 <-> ap_0))
traffic_light.jsonl;"['""change(light_east,yellow)""', '""photo(motorcycle,southeast_3rd_street)""']";Whenever photo the motorcycle on southeast_3rd_street holds, from the next step onwards change light_east yellow will eventually hold.;"G ( ""photo(motorcycle,southeast_3rd_street)"" -> X F ""change(light_east,yellow)"" )";"G(""photo(motorcycle,southeast_3rd_street)"" -> XF""change(light_east,yellow)"")";G(ap_1 -> XFap_0)
traffic_light.jsonl;"['""photo(pedestrian,west_7th_street)""', '""photo(collision,east_3rd_avenue)""']";If photo the pedestrian on west_7th_street happens infinitely often, then so does photo the collision on east_3rd_avenue.;"G F ""photo(pedestrian,west_7th_street)"" -> G F ""photo(collision,east_3rd_avenue)""";"GF""photo(pedestrian,west_7th_street)"" -> GF""photo(collision,east_3rd_avenue)""";GFap_0 -> GFap_1
traffic_light.jsonl;"['""change(light_west,red)""']";From some point onwards, change light_west red never occurs again.;"F G ! ""change(light_west,red)""";"FG!""change(light_west,red)""";FG!ap_0
traffic_light.jsonl;"['""change(light_south,green)""', '""photo(collision,south_6th_avenue)""', '""photo(vehicle,north_7th_street)""']";Whenever neither change light_south green nor photo the collision on south_6th_avenue holds, photo the vehicle on north_7th_street eventually holds.;"G ( ! ( ""change(light_south,green)"" & ""photo(collision,south_6th_avenue)"" ) -> F ""photo(vehicle,north_7th_street)"" )";"G(!(""change(light_south,green)"" & ""photo(collision,south_6th_avenue)"") -> F""photo(vehicle,north_7th_street)"")";G(!(ap_0 & ap_1) -> Fap_2)
traffic_light.jsonl;"['""record(cyclist,east_6th_street)""', '""record(person,north_8th_street)""']";Begin recording the cyclist on east_6th_street must keep holding until, from some point on, record the person on north_8th_street holds infinitely often.;"""record(cyclist,east_6th_street)"" U ( G ( F ""record(person,north_8th_street)"" ) )";"""record(cyclist,east_6th_street)"" U GF""record(person,north_8th_street)""";ap_0 U GFap_1
traffic_light.jsonl;"['""change(light_west,red)""', '""photo(car,north_3rd_avenue)""', '""record(person,west_1st_street)""']";If photo the car on north_3rd_avenue holds and change light_west red holds next, then record the person on west_1st_street holds in the step after that.;"G ( ""photo(car,north_3rd_avenue)"" & X ""change(light_west,red)"" -> X X ""record(person,west_1st_street)"" )";"G((""photo(car,north_3rd_avenue)"" & X""change(light_west,red)"") -> XX""record(person,west_1st_street)"")";G((ap_1 & Xap_0) -> XXap_2)
traffic_light.jsonl;"['get_help', '""change(light_west,red)""']";Whenever get_help holds, from the next step onwards change light_west red will eventually hold.;"G ( ""get_help"" -> X F ""change(light_west,red)"" )";"G(get_help -> XF""change(light_west,red)"")";G(ap_0 -> XFap_1)
traffic_light.jsonl;"['get_help', '""photo(vehicle,southeast_8th_avenue)""']";Every photo the vehicle on southeast_8th_avenue is directly followed by geting help in the next step.;"G ( ""photo(vehicle,southeast_8th_avenue)"" -> X ""get_help"" )";"G(""photo(vehicle,southeast_8th_avenue)"" -> Xget_help)";G(ap_1 -> Xap_0)
traffic_light.jsonl;"['""change(light_west,green)""']";Change light_west green holds at all times.;"G ""change(light_west,green)""";"G""change(light_west,green)""";Gap_0
traffic_light.jsonl;"['get_help', '""change(light_east,red)""', '""record(motorcycle,southwest_6th_street)""']";Whenever neither change light_east red nor get_help holds, record the motorcycle on southwest_6th_street eventually holds.;"G ( ! ( ""change(light_east,red)"" & ""get_help"" ) -> F ""record(motorcycle,southwest_6th_street)"" )";"G(!(""change(light_east,red)"" & get_help) -> F""record(motorcycle,southwest_6th_street)"")";G(!(ap_1 & ap_0) -> Fap_2)
traffic_light.jsonl;"['""change(light_west,red)""', '""change(light_north,yellow)""', '""record(cyclist,southeast_8th_street)""']";If every change light_north yellow is eventually followed by changing light_west red, then record the cyclist on southeast_8th_street must occur infinitely often.;"G ( ""change(light_north,yellow)"" -> F ""change(light_west,red)"" ) -> G F ""record(cyclist,southeast_8th_street)""";"G(""change(light_north,yellow)"" -> F""change(light_west,red)"") -> GF""record(cyclist,southeast_8th_street)""";G(ap_1 -> Fap_0) -> GFap_2
traffic_light.jsonl;"['""change(light_north,red)""', '""photo(cyclist,northeast_10th_street)""']";This controller must always maintain both change light_north red and photo the cyclist on northeast_10th_street.;"G ( ""change(light_north,red)"" & ""photo(cyclist,northeast_10th_street)"" )";"G(""change(light_north,red)"" & ""photo(cyclist,northeast_10th_street)"")";G(ap_0 & ap_1)
traffic_light.jsonl;"['""photo(motorcycle,northeast_5th_avenue)""']";Photograph the motorcycle on northeast_5th_avenue should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""photo(motorcycle,northeast_5th_avenue)"" & X ""photo(motorcycle,northeast_5th_avenue)"" ) )";"!G!(""photo(motorcycle,northeast_5th_avenue)"" & X""photo(motorcycle,northeast_5th_avenue)"")";!G!(ap_0 & Xap_0)
traffic_light.jsonl;"['""change(light_south,yellow)""']";Set light_south yellow should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""change(light_south,yellow)"" & X ""change(light_south,yellow)"" ) )";"!G!(""change(light_south,yellow)"" & X""change(light_south,yellow)"")";!G!(ap_0 & Xap_0)
traffic_light.jsonl;"['get_help', '""change(light_south,yellow)""', '""change(light_north,green)""']";If change light_south yellow holds, then in the next step change light_north green persists until calling for help holds, or else change light_north green holds forever.;"""change(light_south,yellow)"" -> X ( ( ""change(light_north,green)"" U ""get_help"" ) | G ""change(light_north,green)"" )";"""change(light_south,yellow)"" -> X((""change(light_north,green)"" U get_help) | G""change(light_north,green)"")";ap_1 -> X((ap_2 U ap_0) | Gap_2)
traffic_light.jsonl;"['get_help', '""record(collision,north_10th_avenue)""']";Globally, if get_help occurs then finally record the collision on north_10th_avenue happens.;"G ( ""get_help"" -> F ""record(collision,north_10th_avenue)"" )";"G(get_help -> F""record(collision,north_10th_avenue)"")";G(ap_0 -> Fap_1)
traffic_light.jsonl;"['get_help', '""change(light_north,yellow)""', '""record(pedestrian,west_5th_street)""']";If change light_north yellow holds, then in the next step record the pedestrian on west_5th_street persists until calling for help holds, or else record the pedestrian on west_5th_street holds forever.;"""change(light_north,yellow)"" -> X ( ( ""record(pedestrian,west_5th_street)"" U ""get_help"" ) | G ""record(pedestrian,west_5th_street)"" )";"""change(light_north,yellow)"" -> X((""record(pedestrian,west_5th_street)"" U get_help) | G""record(pedestrian,west_5th_street)"")";ap_1 -> X((ap_2 U ap_0) | Gap_2)
traffic_light.jsonl;"['""change(light_west,green)""', '""record(motorcycle,northeast_1st_avenue)""']";At every step, record the motorcycle on northeast_1st_avenue equals the value of change light_west green in the next step.;"G ( ""record(motorcycle,northeast_1st_avenue)"" <-> X ""change(light_west,green)"" )";"G(""record(motorcycle,northeast_1st_avenue)"" <-> X""change(light_west,green)"")";G(ap_1 <-> Xap_0)
traffic_light.jsonl;['get_help'];Request assistance holds at all times.;"G ""get_help""";Gget_help;Gap_0
traffic_light.jsonl;"['""record(motorcycle,east_7th_street)""']";Record the motorcycle on east_7th_street should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""record(motorcycle,east_7th_street)"" & X ""record(motorcycle,east_7th_street)"" ) )";"!G!(""record(motorcycle,east_7th_street)"" & X""record(motorcycle,east_7th_street)"")";!G!(ap_0 & Xap_0)
traffic_light.jsonl;"['""change(light_north,yellow)""', '""photo(car,southwest_9th_avenue)""', '""photo(cyclist,south_9th_street)""']";Whenever neither change light_north yellow nor photo the car on southwest_9th_avenue holds, photo the cyclist on south_9th_street eventually holds.;"G ( ! ( ""change(light_north,yellow)"" & ""photo(car,southwest_9th_avenue)"" ) -> F ""photo(cyclist,south_9th_street)"" )";"G(!(""change(light_north,yellow)"" & ""photo(car,southwest_9th_avenue)"") -> F""photo(cyclist,south_9th_street)"")";G(!(ap_0 & ap_1) -> Fap_2)
traffic_light.jsonl;"['""record(collision,east_5th_avenue)""', '""record(jaywalker,west_1st_avenue)""', '""photo(pedestrian,northeast_9th_street)""']";Whenever neither record the jaywalker on west_1st_avenue nor record the collision on east_5th_avenue holds, photo the pedestrian on northeast_9th_street eventually holds.;"G ( ! ( ""record(jaywalker,west_1st_avenue)"" & ""record(collision,east_5th_avenue)"" ) -> F ""photo(pedestrian,northeast_9th_street)"" )";"G(!(""record(collision,east_5th_avenue)"" & ""record(jaywalker,west_1st_avenue)"") -> F""photo(pedestrian,northeast_9th_street)"")";G(!(ap_0 & ap_1) -> Fap_2)
traffic_light.jsonl;"['""photo(motorcycle,south_7th_street)""']";Photograph the motorcycle on south_7th_street should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""photo(motorcycle,south_7th_street)"" & X ""photo(motorcycle,south_7th_street)"" ) )";"!G!(""photo(motorcycle,south_7th_street)"" & X""photo(motorcycle,south_7th_street)"")";!G!(ap_0 & Xap_0)
traffic_light.jsonl;"['get_help', '""change(light_south,red)""', '""record(jaywalker,south_5th_avenue)""']";If every record the jaywalker on south_5th_avenue is eventually followed by geting help, then change light_south red must occur infinitely often.;"G ( ""record(jaywalker,south_5th_avenue)"" -> F ""get_help"" ) -> G F ""change(light_south,red)""";"G(""record(jaywalker,south_5th_avenue)"" -> Fget_help) -> GF""change(light_south,red)""";G(ap_2 -> Fap_0) -> GFap_1
traffic_light.jsonl;"['get_help', '""record(motorcycle,northwest_9th_avenue)""']";Globally, it is not the case that both get_help and record the motorcycle on northwest_9th_avenue hold simultaneously.;"G ( ! ( ""get_help"" & ""record(motorcycle,northwest_9th_avenue)"" ) )";"G!(get_help & ""record(motorcycle,northwest_9th_avenue)"")";G!(ap_0 & ap_1)
traffic_light.jsonl;"['get_help', '""change(light_east,yellow)""', '""record(pedestrian,north_9th_avenue)""']";If get_help holds and record the pedestrian on north_9th_avenue holds next, then change light_east yellow holds in the step after that.;"G ( ""get_help"" & X ""record(pedestrian,north_9th_avenue)"" -> X X ""change(light_east,yellow)"" )";"G((get_help & X""record(pedestrian,north_9th_avenue)"") -> XX""change(light_east,yellow)"")";G((ap_0 & Xap_2) -> XXap_1)
traffic_light.jsonl;"['""record(cyclist,southwest_9th_street)""', '""record(vehicle,northeast_4th_street)""']";Whenever record the cyclist on southwest_9th_street holds, from the next step onwards record the vehicle on northeast_4th_street will eventually hold.;"G ( ""record(cyclist,southwest_9th_street)"" -> X F ""record(vehicle,northeast_4th_street)"" )";"G(""record(cyclist,southwest_9th_street)"" -> XF""record(vehicle,northeast_4th_street)"")";G(ap_0 -> XFap_1)
traffic_light.jsonl;"['get_help', '""change(light_north,red)""']";Globally, it is not the case that both change light_north red and get_help hold simultaneously.;"G ( ! ( ""change(light_north,red)"" & ""get_help"" ) )";"G!(""change(light_north,red)"" & get_help)";G!(ap_1 & ap_0)
traffic_light.jsonl;['get_help'];Our agent must eventually, avoid geting help.;"F ( ! ""get_help"" )";F!get_help;F!ap_0
traffic_light.jsonl;"['""photo(vehicle,north_2nd_street)""', '""photo(vehicle,northeast_6th_street)""']";Whenever photo the vehicle on north_2nd_street holds, from the next step onwards photo the vehicle on northeast_6th_street will eventually hold.;"G ( ""photo(vehicle,north_2nd_street)"" -> X F ""photo(vehicle,northeast_6th_street)"" )";"G(""photo(vehicle,north_2nd_street)"" -> XF""photo(vehicle,northeast_6th_street)"")";G(ap_0 -> XFap_1)
traffic_light.jsonl;"['get_help', '""record(pedestrian,southwest_4th_street)""']";Globally, it is not the case that both get_help and record the pedestrian on southwest_4th_street hold simultaneously.;"G ( ! ( ""get_help"" & ""record(pedestrian,southwest_4th_street)"" ) )";"G!(get_help & ""record(pedestrian,southwest_4th_street)"")";G!(ap_0 & ap_1)
traffic_light.jsonl;"['""photo(person,northwest_10th_avenue)""', '""record(person,south_10th_street)""']";Whenever photo the person on northwest_10th_avenue holds, from the next step onwards record the person on south_10th_street will eventually hold.;"G ( ""photo(person,northwest_10th_avenue)"" -> X F ""record(person,south_10th_street)"" )";"G(""photo(person,northwest_10th_avenue)"" -> XF""record(person,south_10th_street)"")";G(ap_0 -> XFap_1)
traffic_light.jsonl;"['get_help', '""change(light_south,green)""', '""record(car,south_6th_street)""']";Whenever neither change light_south green nor get_help holds, record the car on south_6th_street eventually holds.;"G ( ! ( ""change(light_south,green)"" & ""get_help"" ) -> F ""record(car,south_6th_street)"" )";"G(!(""change(light_south,green)"" & get_help) -> F""record(car,south_6th_street)"")";G(!(ap_1 & ap_0) -> Fap_2)
traffic_light.jsonl;"['""change(light_west,red)""', '""record(collision,southeast_9th_avenue)""']";Record the collision on southeast_9th_avenue and change light_west red are mutually exclusive at all times.;"G ! ( ""record(collision,southeast_9th_avenue)"" & ""change(light_west,red)"" )";"G!(""change(light_west,red)"" & ""record(collision,southeast_9th_avenue)"")";G!(ap_0 & ap_1)
traffic_light.jsonl;"['""change(light_south,green)""']";Update light_south green should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""change(light_south,green)"" & X ""change(light_south,green)"" ) )";"!G!(""change(light_south,green)"" & X""change(light_south,green)"")";!G!(ap_0 & Xap_0)
traffic_light.jsonl;"['get_help', '""record(motorcycle,northeast_4th_street)""']";Whenever record the motorcycle on northeast_4th_street holds, from the next step onwards get_help will eventually hold.;"G ( ""record(motorcycle,northeast_4th_street)"" -> X F ""get_help"" )";"G(""record(motorcycle,northeast_4th_street)"" -> XFget_help)";G(ap_1 -> XFap_0)
traffic_light.jsonl;"['get_help', '""record(cyclist,south_10th_street)""']";Our agent must eventually get_help or record the cyclist on south_10th_street.;"F ( ""get_help"" | ""record(cyclist,south_10th_street)"" )";"F(get_help | ""record(cyclist,south_10th_street)"")";F(ap_0 | ap_1)
traffic_light.jsonl;"['get_help', '""change(light_north,red)""', '""record(person,northeast_10th_avenue)""']";If record the person on northeast_10th_avenue holds, then in the next step get_help persists until change light_north red holds, or else get_help holds forever.;"""record(person,northeast_10th_avenue)"" -> X ( ( ""get_help"" U ""change(light_north,red)"" ) | G ""get_help"" )";"""record(person,northeast_10th_avenue)"" -> X((get_help U ""change(light_north,red)"") | Gget_help)";ap_2 -> X((ap_0 U ap_1) | Gap_0)
traffic_light.jsonl;"['""change(light_west,red)""', '""photo(vehicle,west_2nd_avenue)""']";Our agent must always maintain both change light_west red and photo the vehicle on west_2nd_avenue.;"G ( ""change(light_west,red)"" & ""photo(vehicle,west_2nd_avenue)"" )";"G(""change(light_west,red)"" & ""photo(vehicle,west_2nd_avenue)"")";G(ap_0 & ap_1)
traffic_light.jsonl;"['""change(light_west,red)""', '""photo(pedestrian,west_6th_street)""', '""record(person,northeast_1st_avenue)""']";Whenever neither record the person on northeast_1st_avenue nor photo the pedestrian on west_6th_street holds, change light_west red eventually holds.;"G ( ! ( ""record(person,northeast_1st_avenue)"" & ""photo(pedestrian,west_6th_street)"" ) -> F ""change(light_west,red)"" )";"G(!(""photo(pedestrian,west_6th_street)"" & ""record(person,northeast_1st_avenue)"") -> F""change(light_west,red)"")";G(!(ap_1 & ap_2) -> Fap_0)
traffic_light.jsonl;"['""change(light_north,yellow)""', '""photo(collision,southwest_8th_avenue)""', '""photo(vehicle,east_5th_street)""']";Whenever neither photo the vehicle on east_5th_street nor photo the collision on southwest_8th_avenue holds, change light_north yellow eventually holds.;"G ( ! ( ""photo(vehicle,east_5th_street)"" & ""photo(collision,southwest_8th_avenue)"" ) -> F ""change(light_north,yellow)"" )";"G(!(""photo(collision,southwest_8th_avenue)"" & ""photo(vehicle,east_5th_street)"") -> F""change(light_north,yellow)"")";G(!(ap_1 & ap_2) -> Fap_0)
traffic_light.jsonl;"['""change(light_east,red)""']";This controller must always avoid change light_east red.;"G ( ! ""change(light_east,red)"" )";"G!""change(light_east,red)""";G!ap_0
traffic_light.jsonl;['get_help'];Get help holds at all times.;"G ""get_help""";Gget_help;Gap_0
traffic_light.jsonl;"['""change(light_west,yellow)""', '""photo(motorcycle,southeast_4th_avenue)""']";The system must eventually photo the motorcycle on southeast_4th_avenue or change light_west yellow.;"F ( ""photo(motorcycle,southeast_4th_avenue)"" | ""change(light_west,yellow)"" )";"F(""change(light_west,yellow)"" | ""photo(motorcycle,southeast_4th_avenue)"")";F(ap_0 | ap_1)
traffic_light.jsonl;"['get_help', '""record(cyclist,east_7th_street)""']";Take a video of the cyclist on east_7th_street and get_help will each happen at some point.;"F ""record(cyclist,east_7th_street)"" & F ""get_help""";"F""record(cyclist,east_7th_street)"" & Fget_help";Fap_1 & Fap_0
traffic_light.jsonl;"['get_help', '""record(cyclist,west_3rd_street)""']";Our agent must always maintain both get_help and record the cyclist on west_3rd_street.;"G ( ""get_help"" & ""record(cyclist,west_3rd_street)"" )";"G(get_help & ""record(cyclist,west_3rd_street)"")";G(ap_0 & ap_1)
traffic_light.jsonl;"['""record(vehicle,northwest_7th_street)""', '""photo(pedestrian,east_8th_street)""']";At every step, record the vehicle on northwest_7th_street equals the value of photo the pedestrian on east_8th_street in the next step.;"G ( ""record(vehicle,northwest_7th_street)"" <-> X ""photo(pedestrian,east_8th_street)"" )";"G(""record(vehicle,northwest_7th_street)"" <-> X""photo(pedestrian,east_8th_street)"")";G(ap_0 <-> Xap_1)
traffic_light.jsonl;"['get_help', '""change(light_south,yellow)""', '""change(light_east,red)""']";Whenever get_help and change light_east red are equal, change light_east red and change light_south yellow are equal as well.;"G ( ( ""get_help"" <-> ""change(light_east,red)"" ) -> ( ""change(light_east,red)"" <-> ""change(light_south,yellow)"" ) )";"G((""change(light_east,red)"" <-> get_help) -> (""change(light_east,red)"" <-> ""change(light_south,yellow)""))";G((ap_2 <-> ap_0) -> (ap_2 <-> ap_1))
