source;APs;original NL;original LTL;Spot LTL;lifted_LTL
search_and_rescue.jsonl;"['get_help', '""communicate(safe_victim)""', '""deliver_aid(safe_hostile)""']";If every communicate the safe_victim is eventually followed by geting help, then deliver_aid the safe_hostile must occur infinitely often.;"G ( ""communicate(safe_victim)"" -> F ""get_help"" ) -> G F ""deliver_aid(safe_hostile)""";"G(""communicate(safe_victim)"" -> Fget_help) -> GF""deliver_aid(safe_hostile)""";G(ap_1 -> Fap_0) -> GFap_2
search_and_rescue.jsonl;"['""deliver_aid(injured_rescuer)""']";Give aid to the injured_rescuer holds at all times.;"G ""deliver_aid(injured_rescuer)""";"G""deliver_aid(injured_rescuer)""";Gap_0
search_and_rescue.jsonl;"['""avoid(inactive_debris)""']";Our agent must always avoid staying away from the inactive_debris.;"G ( ! ""avoid(inactive_debris)"" )";"G!""avoid(inactive_debris)""";G!ap_0
search_and_rescue.jsonl;"['""avoid(nearest_gas_leak)""']";This controller must avoid the nearest_gas_leak holds at all times.;"G ""avoid(nearest_gas_leak)""";"G""avoid(nearest_gas_leak)""";Gap_0
search_and_rescue.jsonl;"['""photo(debris)""', '""photo(flood)""']";Whenever photo flood holds, photo debris holds as well.;"G ( ""photo(flood)"" -> ""photo(debris)"" )";"G(""photo(flood)"" -> ""photo(debris)"")";G(ap_1 -> ap_0)
search_and_rescue.jsonl;"['get_help', '""deliver_aid(safe_rescuer)""']";Provide assistance to the safe_rescuer and get_help are mutually exclusive at all times.;"G ! ( ""deliver_aid(safe_rescuer)"" & ""get_help"" )";"G!(""deliver_aid(safe_rescuer)"" & get_help)";G!(ap_1 & ap_0)
search_and_rescue.jsonl;"['get_help', '""photo(injured_civilian)""', '""photo(unsafe_rescuer)""']";Whenever neither photo injured_civilian nor photo unsafe_rescuer holds, get_help eventually holds.;"G ( ! ( ""photo(injured_civilian)"" & ""photo(unsafe_rescuer)"" ) -> F ""get_help"" )";"G(!(""photo(injured_civilian)"" & ""photo(unsafe_rescuer)"") -> Fget_help)";G(!(ap_1 & ap_2) -> Fap_0)
search_and_rescue.jsonl;"['get_help', '""communicate(injured_hostile)""']";The robot must always maintain both communicate the injured_hostile and get_help.;"G ( ""communicate(injured_hostile)"" & ""get_help"" )";"G(""communicate(injured_hostile)"" & get_help)";G(ap_1 & ap_0)
search_and_rescue.jsonl;"['""record(unsafe_victim)""', '""photo(safe_civilian)""']";At every step, record unsafe_victim equals the value of photo safe_civilian in the next step.;"G ( ""record(unsafe_victim)"" <-> X ""photo(safe_civilian)"" )";"G(""record(unsafe_victim)"" <-> X""photo(safe_civilian)"")";G(ap_0 <-> Xap_1)
search_and_rescue.jsonl;"['""deliver_aid(safe_victim)""', '""photo(unsafe_person)""', '""avoid(nearest_debris)""']";If photo unsafe_person holds, then in the next step avoid the nearest_debris persists until delivering aid to the safe_victim holds, or else avoid the nearest_debris holds forever.;"""photo(unsafe_person)"" -> X ( ( ""avoid(nearest_debris)"" U ""deliver_aid(safe_victim)"" ) | G ""avoid(nearest_debris)"" )";"""photo(unsafe_person)"" -> X((""avoid(nearest_debris)"" U ""deliver_aid(safe_victim)"") | G""avoid(nearest_debris)"")";ap_1 -> X((ap_2 U ap_0) | Gap_2)
search_and_rescue.jsonl;"['go_home', '""avoid(nearest_gas_leak)""']";You must eventually go_home and avoid the nearest_gas_leak.;"F ( ""go_home"" & ""avoid(nearest_gas_leak)"" )";"F(""avoid(nearest_gas_leak)"" & go_home)";F(ap_1 & ap_0)
search_and_rescue.jsonl;['go_home'];Return to base holds at all times.;"G ""go_home""";Ggo_home;Gap_0
search_and_rescue.jsonl;['go_home'];The system must eventually, avoid returning home.;"F ( ! ""go_home"" )";F!go_home;F!ap_0
search_and_rescue.jsonl;"['""deliver_aid(injured_hostile)""', '""communicate(safe_victim)""']";Deliver aid to the injured_hostile and communicate the safe_victim are mutually exclusive at all times.;"G ! ( ""deliver_aid(injured_hostile)"" & ""communicate(safe_victim)"" )";"G!(""communicate(safe_victim)"" & ""deliver_aid(injured_hostile)"")";G!(ap_1 & ap_0)
search_and_rescue.jsonl;"['get_help', '""avoid(nearest_debris)""', '""record(debris)""']";Whenever neither get_help nor record debris holds, avoid the nearest_debris eventually holds.;"G ( ! ( ""get_help"" & ""record(debris)"" ) -> F ""avoid(nearest_debris)"" )";"G(!(get_help & ""record(debris)"") -> F""avoid(nearest_debris)"")";G(!(ap_0 & ap_2) -> Fap_1)
search_and_rescue.jsonl;"['""deliver_aid(injured_victim)""', '""communicate(injured_hostile)""']";When communicate the injured_hostile happens, deliver_aid the injured_victim must hold now or in the next step.;"G ( ""communicate(injured_hostile)"" -> ( ""deliver_aid(injured_victim)"" | X ""deliver_aid(injured_victim)"" ) )";"G(""communicate(injured_hostile)"" -> (""deliver_aid(injured_victim)"" | X""deliver_aid(injured_victim)""))";G(ap_1 -> (ap_0 | Xap_0))
search_and_rescue.jsonl;['get_help'];From some point onwards, get_help never occurs again.;"F G ! ""get_help""";FG!get_help;FG!ap_0
search_and_rescue.jsonl;"['""communicate(injured_hostile)""', '""photo(safe_rescuer)""']";If communicate the injured_hostile happens infinitely often, then so does photo safe_rescuer.;"G F ""communicate(injured_hostile)"" -> G F ""photo(safe_rescuer)""";"GF""communicate(injured_hostile)"" -> GF""photo(safe_rescuer)""";GFap_0 -> GFap_1
search_and_rescue.jsonl;"['""deliver_aid(injured_victim)""']";Provide assistance to the injured_victim holds at all times.;"G ""deliver_aid(injured_victim)""";"G""deliver_aid(injured_victim)""";Gap_0
search_and_rescue.jsonl;"['""communicate(safe_hostile)""']";Talk to the safe_hostile holds at all times.;"G ""communicate(safe_hostile)""";"G""communicate(safe_hostile)""";Gap_0
search_and_rescue.jsonl;"['get_help', '""avoid(active_unstable_beam)""', '""avoid(inactive_unstable_beam)""']";Whenever neither avoid the active_unstable_beam nor avoid the inactive_unstable_beam holds, get_help eventually holds.;"G ( ! ( ""avoid(active_unstable_beam)"" & ""avoid(inactive_unstable_beam)"" ) -> F ""get_help"" )";"G(!(""avoid(active_unstable_beam)"" & ""avoid(inactive_unstable_beam)"") -> Fget_help)";G(!(ap_1 & ap_2) -> Fap_0)
search_and_rescue.jsonl;"['get_help', '""avoid(nearest_debris)""', '""record(fire_source)""']";Whenever get_help and record fire_source are equal, record fire_source and avoid the nearest_debris are equal as well.;"G ( ( ""get_help"" <-> ""record(fire_source)"" ) -> ( ""record(fire_source)"" <-> ""avoid(nearest_debris)"" ) )";"G((get_help <-> ""record(fire_source)"") -> (""avoid(nearest_debris)"" <-> ""record(fire_source)""))";G((ap_0 <-> ap_2) -> (ap_1 <-> ap_2))
search_and_rescue.jsonl;"['go_home', '""record(injured_rescuer)""', '""record(injured_civilian)""']";If go_home holds and record injured_rescuer holds next, then record injured_civilian holds in the step after that.;"G ( ""go_home"" & X ""record(injured_rescuer)"" -> X X ""record(injured_civilian)"" )";"G((go_home & X""record(injured_rescuer)"") -> XX""record(injured_civilian)"")";G((ap_0 & Xap_1) -> XXap_2)
search_and_rescue.jsonl;"['""photo(debris)""', '""avoid(inactive_debris)""', '""avoid(nearest_unstable_beam)""']";If every photo debris is eventually followed by doing not go near the inactive_debris, then avoid the nearest_unstable_beam must occur infinitely often.;"G ( ""photo(debris)"" -> F ""avoid(inactive_debris)"" ) -> G F ""avoid(nearest_unstable_beam)""";"G(""photo(debris)"" -> F""avoid(inactive_debris)"") -> GF""avoid(nearest_unstable_beam)""";G(ap_0 -> Fap_1) -> GFap_2
search_and_rescue.jsonl;"['""communicate(safe_hostile)""', '""record(flood)""']";If record flood ever holds, communicate the safe_hostile must have held beforehand.;"( F ""record(flood)"" ) -> ( ! ""record(flood)"" U ( ""communicate(safe_hostile)"" & ! ""record(flood)"" ) )";"F""record(flood)"" -> (!""record(flood)"" U (""communicate(safe_hostile)"" & !""record(flood)""))";Fap_1 -> (!ap_1 U (ap_0 & !ap_1))
search_and_rescue.jsonl;"['go_home', '""photo(unstable_beam)""']";Whenever go_home holds, photo unstable_beam holds exactly three steps later.;"G ( ""go_home"" -> X ( X ( X ""photo(unstable_beam)"" ) ) )";"G(go_home -> XXX""photo(unstable_beam)"")";G(ap_0 -> XXXap_1)
search_and_rescue.jsonl;"['get_help', '""communicate(safe_rescuer)""', '""deliver_aid(safe_rescuer)""']";Whenever deliver_aid the safe_rescuer and communicate the safe_rescuer are equal, communicate the safe_rescuer and get_help are equal as well.;"G ( ( ""deliver_aid(safe_rescuer)"" <-> ""communicate(safe_rescuer)"" ) -> ( ""communicate(safe_rescuer)"" <-> ""get_help"" ) )";"G((""communicate(safe_rescuer)"" <-> ""deliver_aid(safe_rescuer)"") -> (""communicate(safe_rescuer)"" <-> get_help))";G((ap_1 <-> ap_2) -> (ap_1 <-> ap_0))
search_and_rescue.jsonl;"['""record(gas_leak)""', '""communicate(safe_victim)""']";At every step, communicate the safe_victim equals the value of record gas_leak in the next step.;"G ( ""communicate(safe_victim)"" <-> X ""record(gas_leak)"" )";"G(""communicate(safe_victim)"" <-> X""record(gas_leak)"")";G(ap_1 <-> Xap_0)
search_and_rescue.jsonl;"['""communicate(injured_hostile)""', '""record(fire_source)""', '""avoid(nearest_flood)""']";If every avoid the nearest_flood is eventually followed by recording fire_source, then communicate the injured_hostile must occur infinitely often.;"G ( ""avoid(nearest_flood)"" -> F ""record(fire_source)"" ) -> G F ""communicate(injured_hostile)""";"G(""avoid(nearest_flood)"" -> F""record(fire_source)"") -> GF""communicate(injured_hostile)""";G(ap_2 -> Fap_1) -> GFap_0
search_and_rescue.jsonl;"['""avoid(inactive_unstable_beam)""', '""photo(unstable_beam)""']";Photograph unstable_beam must keep holding until, from some point on, avoid the inactive unstable_beam holds infinitely often.;"""photo(unstable_beam)"" U ( G ( F ""avoid(inactive_unstable_beam)"" ) )";"""photo(unstable_beam)"" U GF""avoid(inactive_unstable_beam)""";ap_1 U GFap_0
search_and_rescue.jsonl;"['""communicate(injured_victim)""', '""record(unstable_beam)""']";When communicate the injured_victim happens, record unstable_beam must hold now or in the next step.;"G ( ""communicate(injured_victim)"" -> ( ""record(unstable_beam)"" | X ""record(unstable_beam)"" ) )";"G(""communicate(injured_victim)"" -> (""record(unstable_beam)"" | X""record(unstable_beam)""))";G(ap_0 -> (ap_1 | Xap_1))
search_and_rescue.jsonl;['get_help', 'go_home'];Whenever get_help holds, go_home holds exactly three steps later.;"G ( ""get_help"" -> X ( X ( X ""go_home"" ) ) )";G(get_help -> XXXgo_home);G(ap_0 -> XXXap_1)
search_and_rescue.jsonl;"['get_help', '""record(unsafe_person)""', '""record(injured_person)""']";If every record unsafe_person is eventually followed by begining recording injured_person, then get_help must occur infinitely often.;"G ( ""record(unsafe_person)"" -> F ""record(injured_person)"" ) -> G F ""get_help""";"G(""record(unsafe_person)"" -> F""record(injured_person)"") -> GFget_help";G(ap_1 -> Fap_2) -> GFap_0
search_and_rescue.jsonl;"['go_home', '""avoid(nearest_unstable_beam)""']";You must Please avoid the nearest_unstable_beam and then go_home.;"( ""avoid(nearest_unstable_beam)"" U ""go_home"" )";"""avoid(nearest_unstable_beam)"" U go_home";ap_1 U ap_0
search_and_rescue.jsonl;"['""deliver_aid(injured_hostile)""', '""photo(safe_person)""']";If deliver_aid the injured_hostile happens infinitely often, then so does photo safe_person.;"G F ""deliver_aid(injured_hostile)"" -> G F ""photo(safe_person)""";"GF""deliver_aid(injured_hostile)"" -> GF""photo(safe_person)""";GFap_0 -> GFap_1
search_and_rescue.jsonl;"['""record(injured_person)""', '""record(flood)""']";Our agent must eventually record injured_person or record flood.;"F ( ""record(injured_person)"" | ""record(flood)"" )";"F(""record(flood)"" | ""record(injured_person)"")";F(ap_1 | ap_0)
search_and_rescue.jsonl;"['""communicate(injured_rescuer)""', '""record(fire_source)""', '""record(safe_civilian)""']";If communicate the injured_rescuer holds and record safe_civilian holds next, then record fire_source holds in the step after that.;"G ( ""communicate(injured_rescuer)"" & X ""record(safe_civilian)"" -> X X ""record(fire_source)"" )";"G((""communicate(injured_rescuer)"" & X""record(safe_civilian)"") -> XX""record(fire_source)"")";G((ap_0 & Xap_2) -> XXap_1)
search_and_rescue.jsonl;"['""deliver_aid(safe_hostile)""']";This controller must always avoid deliver_aid the safe_hostile.;"G ( ! ""deliver_aid(safe_hostile)"" )";"G!""deliver_aid(safe_hostile)""";G!ap_0
search_and_rescue.jsonl;"['""deliver_aid(injured_victim)""', '""photo(fire_source)""']";Whenever deliver_aid the injured_victim holds, eventually photo fire_source will hold.;"G ( ""deliver_aid(injured_victim)"" -> F ""photo(fire_source)"" )";"G(""deliver_aid(injured_victim)"" -> F""photo(fire_source)"")";G(ap_0 -> Fap_1)
search_and_rescue.jsonl;"['""communicate(safe_victim)""', '""record(unsafe_victim)""']";If record unsafe_victim happens infinitely often, then so does communicate the safe_victim.;"G F ""record(unsafe_victim)"" -> G F ""communicate(safe_victim)""";"GF""record(unsafe_victim)"" -> GF""communicate(safe_victim)""";GFap_1 -> GFap_0
search_and_rescue.jsonl;"['go_home', '""deliver_aid(safe_rescuer)""', '""avoid(active_flood)""']";If deliver_aid the safe_rescuer holds and go_home holds next, then avoid the active_flood holds in the step after that.;"G ( ""deliver_aid(safe_rescuer)"" & X ""go_home"" -> X X ""avoid(active_flood)"" )";"G((""deliver_aid(safe_rescuer)"" & Xgo_home) -> XX""avoid(active_flood)"")";G((ap_1 & Xap_0) -> XXap_2)
search_and_rescue.jsonl;"['""photo(unstable_beam)""']";Take a photo of unstable_beam holds at all times.;"G ""photo(unstable_beam)""";"G""photo(unstable_beam)""";Gap_0
search_and_rescue.jsonl;['get_help', 'go_home'];If get_help happens infinitely often, then so does go_home.;"G F ""get_help"" -> G F ""go_home""";GFget_help -> GFgo_home;GFap_0 -> GFap_1
search_and_rescue.jsonl;"['go_home', '""deliver_aid(injured_rescuer)""', '""record(fire_source)""']";Whenever neither go_home nor record fire_source holds, deliver_aid the injured_rescuer eventually holds.;"G ( ! ( ""go_home"" & ""record(fire_source)"" ) -> F ""deliver_aid(injured_rescuer)"" )";"G(!(go_home & ""record(fire_source)"") -> F""deliver_aid(injured_rescuer)"")";G(!(ap_0 & ap_2) -> Fap_1)
search_and_rescue.jsonl;"['""avoid(active_unstable_beam)""', '""avoid(active_debris)""']";You must Eventually, both avoid the active_unstable_beam and avoid the active_debris hold simultaneously.;"F ( ""avoid(active_unstable_beam)"" & ""avoid(active_debris)"" )";"F(""avoid(active_debris)"" & ""avoid(active_unstable_beam)"")";F(ap_1 & ap_0)
search_and_rescue.jsonl;"['get_help', '""communicate(safe_victim)""', '""record(unsafe_civilian)""']";If get_help holds and communicate the safe_victim holds next, then record unsafe_civilian holds in the step after that.;"G ( ""get_help"" & X ""communicate(safe_victim)"" -> X X ""record(unsafe_civilian)"" )";"G((get_help & X""communicate(safe_victim)"") -> XX""record(unsafe_civilian)"")";G((ap_0 & Xap_1) -> XXap_2)
search_and_rescue.jsonl;"['""deliver_aid(safe_victim)""', '""record(unstable_beam)""', '""avoid(probable_unstable_beam)""']";Whenever record unstable_beam and deliver_aid the safe_victim are equal, deliver_aid the safe_victim and avoid the probable unstable_beam are equal as well.;"G ( ( ""record(unstable_beam)"" <-> ""deliver_aid(safe_victim)"" ) -> ( ""deliver_aid(safe_victim)"" <-> ""avoid(probable_unstable_beam)"" ) )";"G((""deliver_aid(safe_victim)"" <-> ""record(unstable_beam)"") -> (""avoid(probable_unstable_beam)"" <-> ""deliver_aid(safe_victim)""))";G((ap_0 <-> ap_1) -> (ap_2 <-> ap_0))
search_and_rescue.jsonl;"['""record(debris)""']";From some point onwards, record debris never occurs again.;"F G ! ""record(debris)""";"FG!""record(debris)""";FG!ap_0
search_and_rescue.jsonl;['go_home'];The robot must always avoid returning home.;"G ( ! ""go_home"" )";G!go_home;G!ap_0
search_and_rescue.jsonl;"['""deliver_aid(injured_rescuer)""']";Deliver aid to the injured_rescuer holds at all times.;"G ""deliver_aid(injured_rescuer)""";"G""deliver_aid(injured_rescuer)""";Gap_0
search_and_rescue.jsonl;"['""record(injured_person)""']";Begin recording injured_person should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""record(injured_person)"" & X ""record(injured_person)"" ) )";"!G!(""record(injured_person)"" & X""record(injured_person)"")";!G!(ap_0 & Xap_0)
search_and_rescue.jsonl;"['""communicate(safe_hostile)""']";This controller must eventually, avoid establishing communication with the safe_hostile.;"F ( ! ""communicate(safe_hostile)"" )";"F!""communicate(safe_hostile)""";F!ap_0
search_and_rescue.jsonl;"['go_home', '""avoid(impending_debris)""']";Our agent must always maintain both go_home and avoid the impending_debris.;"G ( ""go_home"" & ""avoid(impending_debris)"" )";"G(""avoid(impending_debris)"" & go_home)";G(ap_1 & ap_0)
search_and_rescue.jsonl;"['go_home', '""record(debris)""']";Record debris must keep holding until, from some point on, go_home holds infinitely often.;"""record(debris)"" U ( G ( F ""go_home"" ) )";"""record(debris)"" U GFgo_home";ap_1 U GFap_0
search_and_rescue.jsonl;"['go_home', '""deliver_aid(safe_hostile)""', '""avoid(nearest_gas_leak)""']";If every avoid the nearest_gas_leak is eventually followed by returning home, then deliver_aid the safe_hostile must occur infinitely often.;"G ( ""avoid(nearest_gas_leak)"" -> F ""go_home"" ) -> G F ""deliver_aid(safe_hostile)""";"G(""avoid(nearest_gas_leak)"" -> Fgo_home) -> GF""deliver_aid(safe_hostile)""";G(ap_2 -> Fap_0) -> GFap_1
search_and_rescue.jsonl;"['""communicate(injured_rescuer)""', 'get_help', '""deliver_aid(injured_victim)""']";If get_help holds and communicate the injured_rescuer holds next, then deliver_aid the injured_victim holds in the step after that.;"G ( ""get_help"" & X ""communicate(injured_rescuer)"" -> X X ""deliver_aid(injured_victim)"" )";"G((get_help & X""communicate(injured_rescuer)"") -> XX""deliver_aid(injured_victim)"")";G((ap_1 & Xap_0) -> XXap_2)
search_and_rescue.jsonl;"['""deliver_aid(injured_rescuer)""']";Give aid to the injured_rescuer should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""deliver_aid(injured_rescuer)"" & X ""deliver_aid(injured_rescuer)"" ) )";"!G!(""deliver_aid(injured_rescuer)"" & X""deliver_aid(injured_rescuer)"")";!G!(ap_0 & Xap_0)
search_and_rescue.jsonl;['get_help', 'go_home'];This controller must always maintain both get_help and go_home.;"G ( ""get_help"" & ""go_home"" )";G(get_help & go_home);G(ap_0 & ap_1)
search_and_rescue.jsonl;"['go_home', '""deliver_aid(safe_rescuer)""']";Provide assistance to the safe_rescuer can only happen after going back to base.;"! ""deliver_aid(safe_rescuer)"" U ""go_home""";"!""deliver_aid(safe_rescuer)"" U go_home";!ap_1 U ap_0
search_and_rescue.jsonl;"['go_home', '""deliver_aid(injured_rescuer)""']";When deliver_aid the injured_rescuer happens, go_home must hold now or in the next step.;"G ( ""deliver_aid(injured_rescuer)"" -> ( ""go_home"" | X ""go_home"" ) )";"G(""deliver_aid(injured_rescuer)"" -> (go_home | Xgo_home))";G(ap_1 -> (ap_0 | Xap_0))
search_and_rescue.jsonl;"['""record(fire_source)""']";You must eventually, avoid recording fire_source.;"F ( ! ""record(fire_source)"" )";"F!""record(fire_source)""";F!ap_0
search_and_rescue.jsonl;['get_help'];This controller must eventually, avoid calling for help.;"F ( ! ""get_help"" )";F!get_help;F!ap_0
search_and_rescue.jsonl;"['go_home', '""avoid(probable_fire_source)""']";Return to base and avoid the probable_fire_source will each happen at some point.;"F ""go_home"" & F ""avoid(probable_fire_source)""";"Fgo_home & F""avoid(probable_fire_source)""";Fap_0 & Fap_1
search_and_rescue.jsonl;"['get_help', 'go_home', '""record(unsafe_victim)""']";If every go_home is eventually followed by begining recording unsafe_victim, then get_help must occur infinitely often.;"G ( ""go_home"" -> F ""record(unsafe_victim)"" ) -> G F ""get_help""";"G(go_home -> F""record(unsafe_victim)"") -> GFget_help";G(ap_1 -> Fap_2) -> GFap_0
search_and_rescue.jsonl;"['go_home', '""record(flood)""']";Take a video of flood and go_home will each happen at some point.;"F ""record(flood)"" & F ""go_home""";"F""record(flood)"" & Fgo_home";Fap_1 & Fap_0
search_and_rescue.jsonl;"['""deliver_aid(injured_rescuer)""']";Deliver aid to the injured_rescuer should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""deliver_aid(injured_rescuer)"" & X ""deliver_aid(injured_rescuer)"" ) )";"!G!(""deliver_aid(injured_rescuer)"" & X""deliver_aid(injured_rescuer)"")";!G!(ap_0 & Xap_0)
search_and_rescue.jsonl;"['""communicate(injured_rescuer)""', '""photo(flood)""']";When communicate the injured_rescuer happens, photo flood must hold now or in the next step.;"G ( ""communicate(injured_rescuer)"" -> ( ""photo(flood)"" | X ""photo(flood)"" ) )";"G(""communicate(injured_rescuer)"" -> (""photo(flood)"" | X""photo(flood)""))";G(ap_0 -> (ap_1 | Xap_1))
search_and_rescue.jsonl;"['go_home', '""record(injured_rescuer)""', '""avoid(active_flood)""']";If go_home holds and avoid the active_flood holds next, then record injured_rescuer holds in the step after that.;"G ( ""go_home"" & X ""avoid(active_flood)"" -> X X ""record(injured_rescuer)"" )";"G((go_home & X""avoid(active_flood)"") -> XX""record(injured_rescuer)"")";G((ap_0 & Xap_2) -> XXap_1)
search_and_rescue.jsonl;"['""deliver_aid(injured_hostile)""']";Our agent must eventually, avoid deliver_aid the injured_hostile.;"F ( ! ""deliver_aid(injured_hostile)"" )";"F!""deliver_aid(injured_hostile)""";F!ap_0
search_and_rescue.jsonl;"['""deliver_aid(injured_hostile)""', '""photo(debris)""']";Whenever deliver_aid the injured_hostile holds, from the next step onwards photo debris will eventually hold.;"G ( ""deliver_aid(injured_hostile)"" -> X F ""photo(debris)"" )";"G(""deliver_aid(injured_hostile)"" -> XF""photo(debris)"")";G(ap_0 -> XFap_1)
search_and_rescue.jsonl;"['""photo(gas_leak)""']";From some point onwards, photo gas_leak never occurs again.;"F G ! ""photo(gas_leak)""";"FG!""photo(gas_leak)""";FG!ap_0
search_and_rescue.jsonl;"['""avoid(active_debris)""']";Stay away from the active_debris holds at all times.;"G ""avoid(active_debris)""";"G""avoid(active_debris)""";Gap_0
search_and_rescue.jsonl;"['""avoid(probable_flood)""']";The robot must always avoid staying away from the probable_flood.;"G ( ! ""avoid(probable_flood)"" )";"G!""avoid(probable_flood)""";G!ap_0
search_and_rescue.jsonl;"['""record(safe_person)""']";From some point onwards, record safe_person never occurs again.;"F G ! ""record(safe_person)""";"FG!""record(safe_person)""";FG!ap_0
search_and_rescue.jsonl;"['""photo(fire_source)""']";The robot must always avoid photoing fire_source.;"G ( ! ""photo(fire_source)"" )";"G!""photo(fire_source)""";G!ap_0
search_and_rescue.jsonl;"['go_home', '""communicate(safe_hostile)""']";Whenever go_home holds, communicate the safe_hostile holds as well.;"G ( ""go_home"" -> ""communicate(safe_hostile)"" )";"G(go_home -> ""communicate(safe_hostile)"")";G(ap_0 -> ap_1)
search_and_rescue.jsonl;"['get_help', '""record(safe_rescuer)""']";At every step, record safe_rescuer equals the value of get_help in the next step.;"G ( ""record(safe_rescuer)"" <-> X ""get_help"" )";"G(""record(safe_rescuer)"" <-> Xget_help)";G(ap_1 <-> Xap_0)
search_and_rescue.jsonl;"['""communicate(injured_rescuer)""', 'go_home']";Communicate with the injured_rescuer must hold until going back to base does, or else communicate the injured_rescuer holds forever.;"( ""communicate(injured_rescuer)"" U ""go_home"" ) | G ""communicate(injured_rescuer)""";"(""communicate(injured_rescuer)"" U go_home) | G""communicate(injured_rescuer)""";(ap_0 U ap_1) | Gap_0
search_and_rescue.jsonl;"['go_home', '""photo(flood)""']";Once photo flood has occurred, go_home will never occur again.;"G ( ""photo(flood)"" -> X G ! ""go_home"" )";"G(""photo(flood)"" -> XG!go_home)";G(ap_1 -> XG!ap_0)
