source;APs;original NL;original LTL;Spot LTL;lifted_LTL
GLTL.jsonl;['yellow_room', 'green_room'];go thru the yellow to get to the green;"F ( ""yellow_room"" & F ""green_room"" )";F(yellow_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room'];avoid the yellow_rooms on your way into the blue_rooms;"( F ( ""blue_room"" ) & G ( ! ""yellow_room"" ) )";Fblue_room & G!yellow_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room'];enter the blue_room;"F ""blue_room""";Fblue_room;Fap_0
GLTL.jsonl;['yellow_room', 'red_room'];at the red_room without using the yellow_room;"( F ( ""red_room"" ) & G ( ! ""yellow_room"" ) )";Fred_room & G!yellow_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'red_room'];move through red_room to the blue_room;"F ( ""red_room"" & F ""blue_room"" )";F(red_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'red_room'];at the red_room get the chair and bring it to the blue_room;"F ( ""red_room"" & F ""blue_room"" )";F(red_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'red_room'];move to the red_room then at the blue_room;"F ( ""red_room"" & F ""blue_room"" )";F(red_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'red_room', 'green_room'];go through the red or the blue_room to get to the green_room;"F ( ( ""red_room"" | ""blue_room"" ) & F ""green_room"" )";F((blue_room | red_room) & Fgreen_room);F((ap_0 | ap_1) & Fap_2)
GLTL.jsonl;['blue_room', 'green_room'];enter blue_room via the non green_room;"( F ( ""blue_room"" ) & G ( ! ""green_room"" ) )";Fblue_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['red_room', 'green_room'];the robot goes to the red to get to the green;"F ( ""red_room"" & F ""green_room"" )";F(red_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room'];move to the blue_room and stop after entering;"F ""blue_room""";Fblue_room;Fap_0
GLTL.jsonl;['blue_room', 'red_room'];avoid red at blue;"( F ( ""blue_room"" ) & G ( ! ""red_room"" ) )";Fblue_room & G!red_room;Fap_0 & G!ap_1
GLTL.jsonl;['red_room', 'green_room'];only go through rooms that are not green to get to the red_room;"( F ( ""red_room"" ) & G ( ! ""green_room"" ) )";Fred_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['yellow_room', 'red_room'];at the red_room while avoiding the yellow_rooms;"( F ( ""red_room"" ) & G ( ! ""yellow_room"" ) )";Fred_room & G!yellow_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'red_room', 'green_room'];at the green_room through the red or blue_room;"F ( ( ""red_room"" | ""blue_room"" ) & F ""green_room"" )";F((blue_room | red_room) & Fgreen_room);F((ap_0 | ap_1) & Fap_2)
GLTL.jsonl;['blue_room', 'green_room'];move through the blue_room to the green_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room'];at the blue_room but do not use the yellow_room to get there;"( F ( ""blue_room"" ) & G ( ! ""yellow_room"" ) )";Fblue_room & G!yellow_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'green_room'];enter the blue_room then enter the green_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['green_room'];leave this room and go into the green_room;"F ""green_room""";Fgreen_room;Fap_0
GLTL.jsonl;['blue_room', 'green_room'];first at blue_room then at green_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room'];at yellow_room avoiding blue;"( F ( ""yellow_room"" ) & G ( ! ""blue_room"" ) )";Fyellow_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'red_room'];move into the red_room then move into the blue_room;"F ( ""red_room"" & F ""blue_room"" )";F(red_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'green_room'];move to the blue_room by going through the green_room first;"F ( ""green_room"" & F ""blue_room"" )";F(green_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'green_room'];move toward the blue_room then into the green_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'red_room'];go up through the red_room into the blue_room;"F ( ""red_room"" & F ""blue_room"" )";F(red_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'red_room', 'green_room'];move to the green_room by going through the blue or red_room;"F ( ( ""red_room"" | ""blue_room"" ) & F ""green_room"" )";F((blue_room | red_room) & Fgreen_room);F((ap_0 | ap_1) & Fap_2)
GLTL.jsonl;['blue_room', 'red_room', 'green_room'];move through the blue or red_room to the green_room;"F ( ( ""red_room"" | ""blue_room"" ) & F ""green_room"" )";F((blue_room | red_room) & Fgreen_room);F((ap_0 | ap_1) & Fap_2)
GLTL.jsonl;['blue_room', 'yellow_room', 'red_room'];go through red or yellow to get to blue;"F ( ( ""red_room"" | ""yellow_room"" ) & F ""blue_room"" )";F((red_room | yellow_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['red_room', 'green_room'];at green area by avoiding red area;"( F ( ""green_room"" ) & G ( ! ""red_room"" ) )";Fgreen_room & G!red_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'yellow_room'];travel through the blue_room to the yellow_room;"F ( ""blue_room"" & F ""yellow_room"" )";F(blue_room & Fyellow_room);F(ap_0 & Fap_1)
GLTL.jsonl;['red_room', 'green_room'];move through the red_room to the green_room;"F ( ""red_room"" & F ""green_room"" )";F(red_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room', 'red_room'];at the blue_room through red and yellow;"F ( ( ""red_room"" | ""yellow_room"" ) & F ""blue_room"" )";F((red_room | yellow_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['blue_room', 'green_room'];move through the green_rooms to get to the blue_room;"F ( ""green_room"" & F ""blue_room"" )";F(green_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'yellow_room', 'green_room'];go green to blue or yellow to blue;"F ( ( ""green_room"" | ""yellow_room"" ) & F ""blue_room"" )";F((green_room | yellow_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['blue_room', 'yellow_room'];at the yellow_room through the room that is not blue;"( F ( ""yellow_room"" ) & G ( ! ""blue_room"" ) )";Fyellow_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'yellow_room'];at yellow_room before blue_room;"F ( ""yellow_room"" & F ""blue_room"" )";F(yellow_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['red_room', 'green_room'];go through green to get to red;"F ( ""green_room"" & F ""red_room"" )";F(green_room & Fred_room);F(ap_1 & Fap_0)
GLTL.jsonl;['red_room', 'green_room'];the robot goes through the green to get to red;"F ( ""green_room"" & F ""red_room"" )";F(green_room & Fred_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'red_room'];walk through any room except the red_room to enter the blue_room;"( F ( ""blue_room"" ) & G ( ! ""red_room"" ) )";Fblue_room & G!red_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'red_room'];the robot moves towards the red_room through the blue_room;"F ( ""blue_room"" & F ""red_room"" )";F(blue_room & Fred_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'red_room'];at blue area by avoiding red area;"( F ( ""blue_room"" ) & G ( ! ""red_room"" ) )";Fblue_room & G!red_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'yellow_room'];avoid the blue_room and move to the yellow_room;"( F ( ""yellow_room"" ) & G ( ! ""blue_room"" ) )";Fyellow_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['yellow_room', 'red_room', 'green_room'];at green rectangle thru yellow or red square but not yellow;"F ( ( ""red_room"" | ""yellow_room"" ) & F ""green_room"" )";F((red_room | yellow_room) & Fgreen_room);F((ap_1 | ap_0) & Fap_2)
GLTL.jsonl;['blue_room', 'yellow_room'];avoid the blue_room to get to the yellow_room;"( F ( ""yellow_room"" ) & G ( ! ""blue_room"" ) )";Fyellow_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'green_room'];go through blue_room to get to green_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room', 'red_room'];move the robot to the small yellow or red_room and then to the large blue_room;"F ( ( ""red_room"" | ""yellow_room"" ) & F ""blue_room"" )";F((red_room | yellow_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['blue_room', 'red_room'];walk to the blue_room while avoiding the red_room;"( F ( ""blue_room"" ) & G ( ! ""red_room"" ) )";Fblue_room & G!red_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'red_room'];enter the blue_room and then the red_room;"F ( ""blue_room"" & F ""red_room"" )";F(blue_room & Fred_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room'];go through blue to yellow_room;"F ( ""blue_room"" & F ""yellow_room"" )";F(blue_room & Fyellow_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'green_room'];at blue_room and then green_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room', 'red_room'];go through either a red or blue_room to enter the yellow_room;"F ( ( ""red_room"" | ""blue_room"" ) & F ""yellow_room"" )";F((blue_room | red_room) & Fyellow_room);F((ap_0 | ap_2) & Fap_1)
GLTL.jsonl;['blue_room', 'red_room', 'green_room'];only go through the red or blue to get to the green;"F ( ( ""red_room"" | ""blue_room"" ) & F ""green_room"" )";F((blue_room | red_room) & Fgreen_room);F((ap_0 | ap_1) & Fap_2)
GLTL.jsonl;['red_room', 'green_room'];get to the red_room by avoiding the green_room;"( F ( ""red_room"" ) & G ( ! ""green_room"" ) )";Fred_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'red_room'];move through the red_room to the blue_room;"F ( ""red_room"" & F ""blue_room"" )";F(red_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'red_room'];at blue_room then at red_room;"F ( ""blue_room"" & F ""red_room"" )";F(blue_room & Fred_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'red_room', 'green_room'];at the blue_room or the red_room and head straight away to the green_room avoiding the yellow room;"F ( ( ""red_room"" | ""blue_room"" ) & F ""green_room"" )";F((blue_room | red_room) & Fgreen_room);F((ap_0 | ap_1) & Fap_2)
GLTL.jsonl;['blue_room', 'red_room'];at the blue_room then to the red_room;"F ( ""blue_room"" & F ""red_room"" )";F(blue_room & Fred_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'green_room'];enter the blue_room without going through the green_room;"( F ( ""blue_room"" ) & G ( ! ""green_room"" ) )";Fblue_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'yellow_room', 'green_room'];go green or yellow to blue;"F ( ( ""green_room"" | ""yellow_room"" ) & F ""blue_room"" )";F((green_room | yellow_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['blue_room', 'yellow_room', 'red_room'];took the yellow_room to the blue_room and the red_room to the blue_room;"F ( ( ""red_room"" | ""yellow_room"" ) & F ""blue_room"" )";F((red_room | yellow_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['blue_room', 'red_room'];at the blue_room while avoiding the red_room;"( F ( ""blue_room"" ) & G ( ! ""red_room"" ) )";Fblue_room & G!red_room;Fap_0 & G!ap_1
GLTL.jsonl;['red_room', 'green_room'];go from blue room to the red_room go under object and move it to the green_room;"F ( ""red_room"" & F ""green_room"" )";F(red_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['red_room', 'green_room'];pass through any room that is not green to reach the red_room;"( F ( ""red_room"" ) & G ( ! ""green_room"" ) )";Fred_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'red_room'];walk through the blue_room until you reach the red_room;"F ( ""blue_room"" & F ""red_room"" )";F(blue_room & Fred_room);F(ap_0 & Fap_1)
GLTL.jsonl;['yellow_room', 'green_room'];avoiding green navigate to yellow;"( F ( ""yellow_room"" ) & G ( ! ""green_room"" ) )";Fyellow_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['red_room', 'green_room'];move to red_room then move to green_room;"F ( ""red_room"" & F ""green_room"" )";F(red_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'red_room'];at the red_room but don t go through the blue_room;"( F ( ""red_room"" ) & G ( ! ""blue_room"" ) )";Fred_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'yellow_room', 'green_room'];go through the blue_room or the yellow_room to get to the green_room;"F ( ( ""yellow_room"" | ""blue_room"" ) & F ""green_room"" )";F((blue_room | yellow_room) & Fgreen_room);F((ap_0 | ap_1) & Fap_2)
GLTL.jsonl;['blue_room', 'red_room'];go through the red_room in to the blue_room;"F ( ""red_room"" & F ""blue_room"" )";F(red_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['red_room', 'green_room'];the robot moves through the red_room to get to the green_room;"F ( ""red_room"" & F ""green_room"" )";F(red_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['yellow_room', 'red_room', 'green_room'];go through the yellow or red_room and enter the green_room;"F ( ( ""red_room"" | ""yellow_room"" ) & F ""green_room"" )";F((red_room | yellow_room) & Fgreen_room);F((ap_1 | ap_0) & Fap_2)
GLTL.jsonl;['blue_room', 'red_room'];navigate through blue to reach red;"F ( ""blue_room"" & F ""red_room"" )";F(blue_room & Fred_room);F(ap_0 & Fap_1)
