source,normalized_LTL_formula,batch_id,count
ConformalNL2LTL,(prop U prop) & F(prop & F(prop & F(prop & prop))),6,1
ConformalNL2LTL,(prop U prop) & F(prop & F(prop & F(prop & prop))),7,1
ConformalNL2LTL,(prop U prop) & F(prop & F(prop & F(prop & prop))),8,2
ConformalNL2LTL,F(prop & F(prop & F(prop & Gprop))),0,2
ConformalNL2LTL,F(prop & F(prop & F(prop & Gprop))),1,2
ConformalNL2LTL,F(prop & F(prop & F(prop & Gprop))),2,2
ConformalNL2LTL,F(prop & F(prop & F(prop & Gprop))),3,2
ConformalNL2LTL,F(prop & F(prop & F(prop & Gprop))),4,2
ConformalNL2LTL,F(prop & F(prop & F(prop & Gprop))),5,2
ConformalNL2LTL,F(prop & F(prop & F(prop & Gprop))),6,2
ConformalNL2LTL,F(prop & F(prop & F(prop & Gprop))),7,3
ConformalNL2LTL,F(prop & F(prop & F(prop & Gprop))),8,2
ConformalNL2LTL,F(prop & F(prop & F(prop & prop & prop))),1,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop & prop))),4,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop & prop))),5,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop & prop))),6,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop & prop))),7,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))),0,8
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))),1,8
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))),2,8
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))),3,8
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))),4,8
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))),5,8
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))),6,8
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))),7,8
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))),8,8
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & (!prop U prop),3,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & (!prop U prop),4,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & (!prop U prop),5,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & (!prop U prop),6,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & (!prop U prop),7,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & F(prop & Gprop),0,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & F(prop & Gprop),4,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & F(prop & Gprop),5,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & F(prop & Gprop),6,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & F(prop & Gprop),7,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & G!prop,0,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & G!prop,1,2
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & G!prop,2,2
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & G!prop,3,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & G!prop,4,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & G!prop,5,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & G!prop,6,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & G!prop,7,1
ConformalNL2LTL,F(prop & F(prop & F(prop & prop))) & G!prop,8,1
ConformalNL2LTL,F(prop & F(prop & Gprop)),0,1
ConformalNL2LTL,F(prop & F(prop & Gprop)),1,1
ConformalNL2LTL,F(prop & F(prop & Gprop)),2,1
ConformalNL2LTL,F(prop & F(prop & Gprop)),3,1
ConformalNL2LTL,F(prop & F(prop & Gprop)),4,1
ConformalNL2LTL,F(prop & F(prop & Gprop)),5,2
ConformalNL2LTL,F(prop & F(prop & Gprop)),6,1
ConformalNL2LTL,F(prop & F(prop & Gprop)),7,2
ConformalNL2LTL,F(prop & F(prop & Gprop)),8,1
ConformalNL2LTL,F(prop & F(prop & prop & Gprop)),4,1
ConformalNL2LTL,F(prop & F(prop & prop & Gprop)),5,1
ConformalNL2LTL,F(prop & F(prop & prop & Gprop)),6,1
ConformalNL2LTL,F(prop & F(prop & prop & Gprop)),7,1
ConformalNL2LTL,F(prop & F(prop & prop & Gprop)),8,1
ConformalNL2LTL,F(prop & F(prop & prop)),0,2
ConformalNL2LTL,F(prop & F(prop & prop)),1,1
ConformalNL2LTL,F(prop & F(prop & prop)),2,2
ConformalNL2LTL,F(prop & F(prop & prop)),3,2
ConformalNL2LTL,F(prop & F(prop & prop)),4,2
ConformalNL2LTL,F(prop & F(prop & prop)),5,2
ConformalNL2LTL,F(prop & F(prop & prop)),6,1
ConformalNL2LTL,F(prop & F(prop & prop)),7,2
ConformalNL2LTL,F(prop & F(prop & prop)),8,2
ConformalNL2LTL,F(prop & Fprop),0,1
ConformalNL2LTL,F(prop & Fprop),1,1
ConformalNL2LTL,F(prop & Fprop),2,1
ConformalNL2LTL,F(prop & Fprop),3,1
ConformalNL2LTL,F(prop & Fprop),4,1
ConformalNL2LTL,F(prop & Fprop),5,1
ConformalNL2LTL,F(prop & Fprop),6,2
ConformalNL2LTL,F(prop & Fprop),7,1
ConformalNL2LTL,F(prop & Fprop),8,1
ConformalNL2LTL,F(prop & prop & F(prop & Gprop)),0,3
ConformalNL2LTL,F(prop & prop & F(prop & Gprop)),1,3
ConformalNL2LTL,F(prop & prop & F(prop & Gprop)),2,2
ConformalNL2LTL,F(prop & prop & F(prop & Gprop)),3,2
ConformalNL2LTL,F(prop & prop & F(prop & Gprop)),4,2
ConformalNL2LTL,F(prop & prop & F(prop & Gprop)),5,2
ConformalNL2LTL,F(prop & prop & F(prop & Gprop)),6,2
ConformalNL2LTL,F(prop & prop & F(prop & Gprop)),7,2
ConformalNL2LTL,F(prop & prop & F(prop & Gprop)),8,2
ConformalNL2LTL,F(prop & prop & Gprop),0,2
ConformalNL2LTL,F(prop & prop & Gprop),1,2
ConformalNL2LTL,F(prop & prop & Gprop),2,2
ConformalNL2LTL,F(prop & prop & Gprop),3,3
ConformalNL2LTL,F(prop & prop & Gprop),4,2
ConformalNL2LTL,F(prop & prop & Gprop),5,2
ConformalNL2LTL,F(prop & prop & Gprop),6,3
ConformalNL2LTL,F(prop & prop & Gprop),7,2
ConformalNL2LTL,F(prop & prop & Gprop),8,2
ConformalNL2LTL,F(prop & prop),0,3
ConformalNL2LTL,F(prop & prop),1,4
ConformalNL2LTL,F(prop & prop),2,4
ConformalNL2LTL,F(prop & prop),3,4
ConformalNL2LTL,F(prop & prop),4,4
ConformalNL2LTL,F(prop & prop),5,4
ConformalNL2LTL,F(prop & prop),6,4
ConformalNL2LTL,F(prop & prop),7,4
ConformalNL2LTL,F(prop & prop),8,4
ConformalNL2LTL,F(prop & prop) & (!prop U prop),0,1
ConformalNL2LTL,F(prop & prop) & (!prop U prop),1,1
ConformalNL2LTL,F(prop & prop) & (!prop U prop),2,1
ConformalNL2LTL,F(prop & prop) & (!prop U prop),3,1
ConformalNL2LTL,F(prop & prop) & (!prop U prop),4,1
ConformalNL2LTL,F(prop & prop) & (!prop U prop),5,1
ConformalNL2LTL,F(prop & prop) & (!prop U prop),6,1
ConformalNL2LTL,F(prop & prop) & (!prop U prop),7,1
ConformalNL2LTL,F(prop & prop) & (!prop U prop),8,1
ConformalNL2LTL,F(prop & prop) & G!prop,0,2
ConformalNL2LTL,F(prop & prop) & G!prop,1,1
ConformalNL2LTL,F(prop & prop) & G!prop,2,1
ConformalNL2LTL,F(prop & prop) & G!prop,3,2
ConformalNL2LTL,F(prop & prop) & G!prop,4,1
ConformalNL2LTL,F(prop & prop) & G!prop,5,2
ConformalNL2LTL,F(prop & prop) & G!prop,6,2
ConformalNL2LTL,F(prop & prop) & G!prop,7,1
ConformalNL2LTL,F(prop & prop) & G!prop,8,2
ConformalNL2LTL,F(prop & prop) & Gprop,4,1
ConformalNL2LTL,F(prop & prop) & Gprop,5,1
ConformalNL2LTL,F(prop & prop) & Gprop,6,1
ConformalNL2LTL,F(prop & prop) & Gprop,7,1
ConformalNL2LTL,F(prop & prop) & Gprop,8,1
ConformalNL2LTL,FGprop,0,6
ConformalNL2LTL,FGprop,1,6
ConformalNL2LTL,FGprop,2,6
ConformalNL2LTL,FGprop,3,6
ConformalNL2LTL,FGprop,4,6
ConformalNL2LTL,FGprop,5,7
ConformalNL2LTL,FGprop,6,6
ConformalNL2LTL,FGprop,7,6
ConformalNL2LTL,FGprop,8,6
ConformalNL2LTL,FGprop & (!prop U prop),0,1
ConformalNL2LTL,FGprop & (!prop U prop),1,1
ConformalNL2LTL,FGprop & (!prop U prop),2,1
ConformalNL2LTL,FGprop & (!prop U prop),3,1
ConformalNL2LTL,FGprop & (!prop U prop),4,1
ConformalNL2LTL,FGprop & (!prop U prop),5,1
ConformalNL2LTL,FGprop & (!prop U prop),6,1
ConformalNL2LTL,FGprop & (!prop U prop),8,1
ConformalNL2LTL,Fprop,0,1
ConformalNL2LTL,Fprop,3,1
ConformalNL2LTL,Fprop,6,1
ConformalNL2LTL,Fprop,7,1
ConformalNL2LTL,Fprop,8,1
ConformalNL2LTL,Fprop & G!prop,0,2
ConformalNL2LTL,Fprop & G!prop,1,2
ConformalNL2LTL,Fprop & G!prop,2,2
ConformalNL2LTL,Fprop & G!prop,3,1
ConformalNL2LTL,Fprop & G!prop,4,2
ConformalNL2LTL,Fprop & G!prop,5,2
ConformalNL2LTL,Fprop & G!prop,6,1
ConformalNL2LTL,Fprop & G!prop,7,1
ConformalNL2LTL,Fprop & G!prop,8,2
ConformalNL2LTL,G!(prop & prop),0,1
ConformalNL2LTL,G!(prop & prop),1,1
ConformalNL2LTL,G!(prop & prop),2,1
ConformalNL2LTL,G!(prop & prop),3,2
ConformalNL2LTL,G!(prop & prop),4,1
ConformalNL2LTL,G!(prop & prop),5,1
ConformalNL2LTL,G!(prop & prop),6,1
ConformalNL2LTL,G!(prop & prop),7,1
ConformalNL2LTL,G!(prop & prop),8,1
ConformalNL2LTL,G!(prop | prop),0,1
ConformalNL2LTL,G!(prop | prop),1,1
ConformalNL2LTL,G!(prop | prop),2,1
ConformalNL2LTL,G!(prop | prop),3,1
ConformalNL2LTL,G!(prop | prop),4,1
ConformalNL2LTL,G!(prop | prop),5,1
ConformalNL2LTL,G!(prop | prop),6,1
ConformalNL2LTL,G!(prop | prop),7,2
ConformalNL2LTL,G!(prop | prop),8,1
ConformalNL2LTL,G!prop,0,8
ConformalNL2LTL,G!prop,1,7
ConformalNL2LTL,G!prop,2,7
ConformalNL2LTL,G!prop,3,7
ConformalNL2LTL,G!prop,4,7
ConformalNL2LTL,G!prop,5,7
ConformalNL2LTL,G!prop,6,7
ConformalNL2LTL,G!prop,7,7
ConformalNL2LTL,G!prop,8,8
ConformalNL2LTL,G!prop & F(prop & F(prop & F(prop & prop))),0,1
ConformalNL2LTL,G!prop & F(prop & F(prop & F(prop & prop))),1,2
ConformalNL2LTL,G!prop & F(prop & F(prop & F(prop & prop))),2,1
ConformalNL2LTL,G!prop & F(prop & F(prop & F(prop & prop))),3,1
ConformalNL2LTL,G!prop & F(prop & F(prop & F(prop & prop))),4,1
ConformalNL2LTL,G!prop & F(prop & F(prop & F(prop & prop))),5,1
ConformalNL2LTL,G!prop & F(prop & F(prop & F(prop & prop))),6,1
ConformalNL2LTL,G!prop & F(prop & F(prop & F(prop & prop))),7,1
ConformalNL2LTL,G!prop & F(prop & F(prop & F(prop & prop))),8,1
ConformalNL2LTL,G!prop & F(prop & prop & F(prop & prop)),4,1
ConformalNL2LTL,G!prop & F(prop & prop & F(prop & prop)),6,1
ConformalNL2LTL,G!prop & F(prop & prop & F(prop & prop)),7,1
ConformalNL2LTL,G!prop & F(prop & prop & F(prop & prop)),8,1
ConformalNL2LTL,G!prop & F(prop & prop),0,3
ConformalNL2LTL,G!prop & F(prop & prop),1,3
ConformalNL2LTL,G!prop & F(prop & prop),2,3
ConformalNL2LTL,G!prop & F(prop & prop),3,3
ConformalNL2LTL,G!prop & F(prop & prop),4,3
ConformalNL2LTL,G!prop & F(prop & prop),5,2
ConformalNL2LTL,G!prop & F(prop & prop),6,3
ConformalNL2LTL,G!prop & F(prop & prop),7,3
ConformalNL2LTL,G!prop & F(prop & prop),8,3
ConformalNL2LTL,G!prop & Fprop,0,2
ConformalNL2LTL,G!prop & Fprop,1,1
ConformalNL2LTL,G!prop & Fprop,2,1
ConformalNL2LTL,G!prop & Fprop,3,1
ConformalNL2LTL,G!prop & Fprop,4,1
ConformalNL2LTL,G!prop & Fprop,5,1
ConformalNL2LTL,G!prop & Fprop,6,1
ConformalNL2LTL,G!prop & Fprop,7,1
ConformalNL2LTL,G!prop & Fprop,8,1
ConformalNL2LTL,G!prop & GF(prop & prop),4,1
ConformalNL2LTL,G!prop & GF(prop & prop),5,1
ConformalNL2LTL,G!prop & GF(prop & prop),6,1
ConformalNL2LTL,G!prop & GF(prop & prop),7,1
ConformalNL2LTL,G!prop & GF(prop & prop),8,1
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))),0,3
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))),1,3
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))),2,3
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))),3,2
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))),4,3
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))),5,3
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))),6,3
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))),7,2
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))),8,3
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))) & GFprop,0,2
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))) & GFprop,1,2
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))) & GFprop,2,1
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))) & GFprop,3,2
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))) & GFprop,4,2
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))) & GFprop,5,1
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))) & GFprop,6,2
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))) & GFprop,7,2
ConformalNL2LTL,GF(prop & F(prop & F(prop & prop))) & GFprop,8,2
ConformalNL2LTL,GF(prop & prop),0,2
ConformalNL2LTL,GF(prop & prop),1,3
ConformalNL2LTL,GF(prop & prop),2,3
ConformalNL2LTL,GF(prop & prop),3,3
ConformalNL2LTL,GF(prop & prop),4,3
ConformalNL2LTL,GF(prop & prop),5,3
ConformalNL2LTL,GF(prop & prop),6,3
ConformalNL2LTL,GF(prop & prop),7,3
ConformalNL2LTL,GF(prop & prop),8,2
ConformalNL2LTL,GF(prop & prop) & (!prop U prop),0,1
ConformalNL2LTL,GF(prop & prop) & (!prop U prop),2,1
ConformalNL2LTL,GF(prop & prop) & (!prop U prop),3,1
ConformalNL2LTL,GF(prop & prop) & (!prop U prop),7,1
ConformalNL2LTL,GF(prop & prop) & (!prop U prop),8,1
ConformalNL2LTL,GF(prop & prop) & G!prop,0,1
ConformalNL2LTL,GF(prop & prop) & G!prop,1,1
ConformalNL2LTL,GF(prop & prop) & G!prop,2,2
ConformalNL2LTL,GF(prop & prop) & G!prop,3,1
ConformalNL2LTL,GF(prop & prop) & G!prop,4,1
ConformalNL2LTL,GF(prop & prop) & G!prop,5,1
ConformalNL2LTL,GF(prop & prop) & G!prop,6,1
ConformalNL2LTL,GF(prop & prop) & G!prop,7,1
ConformalNL2LTL,GF(prop & prop) & G!prop,8,1
ConformalNL2LTL,GF(prop & prop) & GF(prop & F(prop & F(prop & prop))),0,1
ConformalNL2LTL,GF(prop & prop) & GF(prop & F(prop & F(prop & prop))),2,1
ConformalNL2LTL,GF(prop & prop) & GF(prop & F(prop & F(prop & prop))),3,1
ConformalNL2LTL,GF(prop & prop) & GF(prop & F(prop & F(prop & prop))),7,1
ConformalNL2LTL,GF(prop & prop) & GF(prop & F(prop & F(prop & prop))),8,1
ConformalNL2LTL,GF(prop & prop) & GF(prop & prop),0,1
ConformalNL2LTL,GF(prop & prop) & GF(prop & prop),1,1
ConformalNL2LTL,GF(prop & prop) & GF(prop & prop),2,1
ConformalNL2LTL,GF(prop & prop) & GF(prop & prop),3,1
ConformalNL2LTL,GF(prop & prop) & GF(prop & prop),4,1
ConformalNL2LTL,GF(prop & prop) & GFprop,0,1
ConformalNL2LTL,GF(prop & prop) & GFprop,1,1
ConformalNL2LTL,GF(prop & prop) & GFprop,2,2
ConformalNL2LTL,GF(prop & prop) & GFprop,3,2
ConformalNL2LTL,GF(prop & prop) & GFprop,4,2
ConformalNL2LTL,GF(prop & prop) & GFprop,5,2
ConformalNL2LTL,GF(prop & prop) & GFprop,6,1
ConformalNL2LTL,GF(prop & prop) & GFprop,7,2
ConformalNL2LTL,GF(prop & prop) & GFprop,8,2
ConformalNL2LTL,GFprop,0,2
ConformalNL2LTL,GFprop,1,2
ConformalNL2LTL,GFprop,2,2
ConformalNL2LTL,GFprop,3,2
ConformalNL2LTL,GFprop,4,2
ConformalNL2LTL,GFprop,5,2
ConformalNL2LTL,GFprop,6,3
ConformalNL2LTL,GFprop,7,3
ConformalNL2LTL,GFprop,8,2
ConformalNL2LTL,GFprop & F(prop & F(prop & F(prop & prop))),0,1
ConformalNL2LTL,GFprop & F(prop & F(prop & F(prop & prop))),1,1
ConformalNL2LTL,GFprop & F(prop & F(prop & F(prop & prop))),2,1
ConformalNL2LTL,GFprop & F(prop & F(prop & F(prop & prop))),3,1
ConformalNL2LTL,GFprop & F(prop & F(prop & F(prop & prop))),4,2
ConformalNL2LTL,GFprop & F(prop & F(prop & F(prop & prop))),5,2
ConformalNL2LTL,GFprop & F(prop & F(prop & F(prop & prop))),6,2
ConformalNL2LTL,GFprop & F(prop & F(prop & F(prop & prop))),7,2
ConformalNL2LTL,GFprop & F(prop & F(prop & F(prop & prop))),8,2
ConformalNL2LTL,GFprop & Fprop,0,1
ConformalNL2LTL,GFprop & Fprop,1,2
ConformalNL2LTL,GFprop & Fprop,2,1
ConformalNL2LTL,GFprop & Fprop,3,1
ConformalNL2LTL,GFprop & Fprop,4,1
ConformalNL2LTL,GFprop & Fprop,5,1
ConformalNL2LTL,GFprop & Fprop,6,1
ConformalNL2LTL,GFprop & Fprop,7,1
ConformalNL2LTL,GFprop & Fprop,8,1
ConformalNL2LTL,GFprop & GF(prop & F(prop & F(prop & prop))),0,3
ConformalNL2LTL,GFprop & GF(prop & F(prop & F(prop & prop))),1,3
ConformalNL2LTL,GFprop & GF(prop & F(prop & F(prop & prop))),2,2
ConformalNL2LTL,GFprop & GF(prop & F(prop & F(prop & prop))),3,2
ConformalNL2LTL,GFprop & GF(prop & F(prop & F(prop & prop))),4,2
ConformalNL2LTL,GFprop & GF(prop & F(prop & F(prop & prop))),5,2
ConformalNL2LTL,GFprop & GF(prop & F(prop & F(prop & prop))),6,2
ConformalNL2LTL,GFprop & GF(prop & F(prop & F(prop & prop))),7,2
ConformalNL2LTL,GFprop & GF(prop & F(prop & F(prop & prop))),8,2
ConformalNL2LTL,GFprop & GF(prop & prop),0,2
ConformalNL2LTL,GFprop & GF(prop & prop),1,2
ConformalNL2LTL,GFprop & GF(prop & prop),2,3
ConformalNL2LTL,GFprop & GF(prop & prop),3,3
ConformalNL2LTL,GFprop & GF(prop & prop),4,2
ConformalNL2LTL,GFprop & GF(prop & prop),5,2
ConformalNL2LTL,GFprop & GF(prop & prop),6,2
ConformalNL2LTL,GFprop & GF(prop & prop),7,2
ConformalNL2LTL,GFprop & GF(prop & prop),8,2
ConformalNL2LTL,Gprop,0,2
ConformalNL2LTL,Gprop,1,2
ConformalNL2LTL,Gprop,2,3
ConformalNL2LTL,Gprop,3,3
ConformalNL2LTL,Gprop,4,3
ConformalNL2LTL,Gprop,5,3
ConformalNL2LTL,Gprop,6,3
ConformalNL2LTL,Gprop,7,3
ConformalNL2LTL,Gprop,8,3
ConformalNL2LTL,Gprop & F(prop & F(prop & F(prop & prop))),0,1
ConformalNL2LTL,Gprop & F(prop & F(prop & F(prop & prop))),1,1
ConformalNL2LTL,Gprop & F(prop & F(prop & F(prop & prop))),2,2
ConformalNL2LTL,Gprop & F(prop & F(prop & F(prop & prop))),3,2
ConformalNL2LTL,Gprop & F(prop & F(prop & F(prop & prop))),4,2
ConformalNL2LTL,Gprop & F(prop & F(prop & F(prop & prop))),5,1
ConformalNL2LTL,Gprop & F(prop & F(prop & F(prop & prop))),6,2
ConformalNL2LTL,Gprop & F(prop & F(prop & F(prop & prop))),7,2
ConformalNL2LTL,Gprop & F(prop & F(prop & F(prop & prop))),8,2
ConformalNL2LTL,Gprop & GF(prop & F(prop & F(prop & prop))),0,1
ConformalNL2LTL,Gprop & GF(prop & F(prop & F(prop & prop))),1,1
ConformalNL2LTL,Gprop & GF(prop & F(prop & F(prop & prop))),2,1
ConformalNL2LTL,Gprop & GF(prop & F(prop & F(prop & prop))),4,1
ConformalNL2LTL,Gprop & GF(prop & F(prop & F(prop & prop))),6,1
ConformalNL2LTL,Gprop & GF(prop & prop),0,1
ConformalNL2LTL,Gprop & GF(prop & prop),1,1
ConformalNL2LTL,Gprop & GF(prop & prop),2,1
ConformalNL2LTL,Gprop & GF(prop & prop),3,1
ConformalNL2LTL,Gprop & GF(prop & prop),4,1
ConformalNL2LTL,Gprop & GF(prop & prop),5,1
ConformalNL2LTL,Gprop & GF(prop & prop),6,1
ConformalNL2LTL,Gprop & GF(prop & prop),7,2
ConformalNL2LTL,Gprop & GF(prop & prop),8,1
ConformalNL2LTL,prop U (prop & F(prop & F(prop & prop))),0,2
ConformalNL2LTL,prop U (prop & F(prop & F(prop & prop))),1,2
ConformalNL2LTL,prop U (prop & F(prop & F(prop & prop))),2,2
ConformalNL2LTL,prop U (prop & F(prop & F(prop & prop))),3,2
ConformalNL2LTL,prop U (prop & F(prop & F(prop & prop))),4,3
ConformalNL2LTL,prop U (prop & F(prop & F(prop & prop))),5,3
ConformalNL2LTL,prop U (prop & F(prop & F(prop & prop))),6,2
ConformalNL2LTL,prop U (prop & F(prop & F(prop & prop))),7,2
ConformalNL2LTL,prop U (prop & F(prop & F(prop & prop))),8,2
ConformalNL2LTL,prop U (prop & prop & F(prop & Gprop)),0,1
ConformalNL2LTL,prop U (prop & prop & F(prop & Gprop)),1,1
ConformalNL2LTL,prop U (prop & prop & F(prop & Gprop)),2,1
ConformalNL2LTL,prop U (prop & prop & F(prop & Gprop)),3,1
ConformalNL2LTL,prop U (prop & prop & F(prop & Gprop)),4,1
ConformalNL2LTL,prop U (prop & prop & F(prop & Gprop)),5,2
ConformalNL2LTL,prop U (prop & prop & F(prop & Gprop)),6,1
ConformalNL2LTL,prop U (prop & prop & F(prop & Gprop)),7,1
ConformalNL2LTL,prop U (prop & prop & F(prop & Gprop)),8,1
ConformalNL2LTL,prop U (prop & prop),0,3
ConformalNL2LTL,prop U (prop & prop),1,3
ConformalNL2LTL,prop U (prop & prop),2,3
ConformalNL2LTL,prop U (prop & prop),3,3
ConformalNL2LTL,prop U (prop & prop),4,4
ConformalNL2LTL,prop U (prop & prop),5,4
ConformalNL2LTL,prop U (prop & prop),6,3
ConformalNL2LTL,prop U (prop & prop),7,3
